path,label,source_split,fold
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/l8p3tZ5ax-j7OXO7ZBzP9m93Qm0-1920.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/Alaris_73.jpg,Alaris,val,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_15.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/be2fcd1s-960.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_53.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/e9-7MaJnbEqKu8pTH5EWeKVVfoA-1920.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/e9a7fa6s-1920.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_34.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/train_Alaris_0051.jpg,Alaris,val,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/2c75e1ds-960.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0008.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/6f869804k958-960.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/TxVxAkFs58ZuRMYw5GrsLCUYlmI-960.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_9.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/2241f34s-960.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_26.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/Alaris_19.jpg,Alaris,val,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_48.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_5.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/4880711s-960.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_57.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/Alaris_61.jpg,Alaris,val,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/5c7ec05a22a449373d5337f5.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0049.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0055.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/Alaris_60.jpg,Alaris,val,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/A8X0-ClclDU2OPQbn5WDa4xBFqk-1920.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0061.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_46.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_74.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/vw-skoda-alaris-oem-alu-felge-18-5x112-gume-golf-5-6-7-skoda-slika-170792040.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_1.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0060.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0014.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/0wAAAgKXbuA-1920.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0050.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/ggAAAgGi2-A-1920.jpg,Alaris,val,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/c5lqIymen3V_5NGllqDgsIQETfM-1920.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/train_Alaris_0007.jpg,Alaris,val,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alaris/train_Alaris_0058.jpg,Alaris,val,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_70.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/XvmKmHvw0HvBEcSDf-qcyXjslKQ-1920.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/maxrefgfsdefault.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/g6tKIQMTOQg-d0Le0ycc5MWODgs-960.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/ot7C0opuWeBhgijCXDDgf-DT6V9GuDyYbrNeE4uKkAuzKTQjIkbAEhtnMroB0XxrRy_ZzgLtgKAjzPH1k7d6gu2MhJ7NJUG0M8I_llQz5X39jqpOWuI4xXTxDRvfj6llxFATGFtyuGdlEXy5C9Ahdgx11ZM_gMThdaiQrp2HL8GA-dPdjmQT1Fa9cvdYGupA.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_16.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/abc2c41s-960.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/1467515s-960.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/dba7515s-960.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/OcAAAgFoLuA-960.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_20.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_18.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/318471814_skoda-oktaviya-3-iii-oktaviya-vrs-5e0-kolesnyie-diski-75x18-et51-5e0601025q.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/24647f2s-960.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/285808408_kolesnyie-diski-skoda-oktaviya-iii-ii-5e-5e0-rs-5x112-18-18.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/train_Alaris_0056.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_12.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_17.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_29.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_77.jpg,Alaris,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/MXdY_msWtaeFvvhYxW3e9syWEOA-1920.jpg,Alaris,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/ZQAAAgBcBuA-960.jpg,Alaris,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/23273eds-960.jpg,Alaris,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alaris/Alaris_2.jpg,Alaris,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0012.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0097.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_67.jpg,Alcatras,val,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_102.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/rZAAAgIeg-A-960.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_48.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/664713451_1768745100752198_224249042627792613_n.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_9.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_108.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_57.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0098.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_16.jpg,Alcatras,val,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/skoda-octavia-universalas-2013 (1).jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_92.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0083.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_25.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_105.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_36.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0087.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Ilias_56.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0093.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0095.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_13.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_93.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_75.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_15.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_122.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_8.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0086.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/val_Alcatras_0012.jpg,Alcatras,val,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/6a8b105s-960.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_28.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_121.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_69.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_3.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0092.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_58.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0009.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_81.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_47.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/2038f1ds-1920.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_40.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_61.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0013.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0006.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_56.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_65.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_35.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_12.jpg,Alcatras,val,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/1626026572147_bulletin.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/val_Alcatras_0011.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/4-D0A8D182D0B0D182D0BDD0BED0B5-D0BAD0BED0BBD0B5D181D0BE-D0BDD0B0-16-D0B4D18ED0B9D0BCD0BED0B2.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0008.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_115.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0091.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_103.jpg,Alcatras,val,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/fiAAAgGIK-A-1920.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_78.jpg,Alcatras,train,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_23.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_127.jpg,Alcatras,train,4
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0011.jpg,Alcatras,train,0
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/Alcatras_45.jpg,Alcatras,train,1
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_27.jpg,Alcatras,val,2
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/train/Alcatras/train_Alcatras_0004.jpg,Alcatras,train,3
/home/dudalypas/projects/DudaRims/flutter_bandymas/PROD_cropped/val/Alcatras/Alcatras_49.jpg,Alcatras,val,4
