path,label,source_split,fold
C:\Users\vilja\Desktop\PROD_cropped\val\Alaris\Alaris_19.jpg,Alaris,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\Alaris_46.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alaris\Alaris_61.jpg,Alaris,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\5c7ec05a22a449373d5337f5.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\A8X0-ClclDU2OPQbn5WDa4xBFqk-1920.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\val_Alaris_0010.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\abc2c41s-960.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\TxVxAkFs58ZuRMYw5GrsLCUYlmI-960.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alaris\train_Alaris_0007.jpg,Alaris,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\gWAAAgGUCuA-480.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\e2aaa6s-1920.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\train_Alaris_0004.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\e9a7fa6s-1920.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\1467515s-960.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\Alaris_17.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\318471814_skoda-oktaviya-3-iii-oktaviya-vrs-5e0-kolesnyie-diski-75x18-et51-5e0601025q.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\Alaris_10.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\Alaris_16.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\e9-7MaJnbEqKu8pTH5EWeKVVfoA-1920.jpg,Alaris,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alaris\23273eds-960.jpg,Alaris,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0012.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0097.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_48.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\664713451_1768745100752198_224249042627792613_n.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0098.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\Alcatras_16.jpg,Alcatras,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_25.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_105.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0093.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0095.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_15.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_122.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\6a8b105s-960.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_28.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0092.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_58.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\2038f1ds-1920.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_40.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_56.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_65.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\val_Alcatras_0011.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\4-D0A8D182D0B0D182D0BDD0BED0B5-D0BAD0BED0BBD0B5D181D0BE-D0BDD0B0-16-D0B4D18ED0B9D0BCD0BED0B2.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\Alcatras_103.jpg,Alcatras,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\P6210169.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0011.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_45.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_2.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_70.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_98.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_80.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_100.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\train_Alcatras_0001.jpg,Alcatras,val,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\Alcatras_18.jpg,Alcatras,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_1.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\Alcatras_128.jpg,Alcatras,val,0
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\vAAAAgKjLeA-960.jpg,Alcatras,val,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\358007452_koleso-alyuminievaya-skoda-oe-5e0601025bj-6-5-x-16-5x112-et-46.jpg,Alcatras,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_95.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_123.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_14.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_38.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\skoda-octavia-universalas-2018.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0089.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\val_Alcatras_0004.jpg,Alcatras,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\1200x900n (2).jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_79.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Alcatras\train_Alcatras_0007.jpg,Alcatras,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_46.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0088.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\Alcatras_96.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0082.jpg,Alcatras,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Alcatras\train_Alcatras_0010.jpg,Alcatras,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_Diamond_Cut_Black_51.jpg,Braga,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\btxtemwI0mXX7p9BrqTIfQypKNg-960.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_62.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_169.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_122.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_62.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_117.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\image-11-10-20-20-30.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_46.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\WwAAAgCI1-A-1920.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_15.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_5.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_9.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Felga-18-ET48-7-5J-5x112-Skoda-Octavia-III-5E3601025K.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_183.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\NIAAAgGQeuA-1920.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_182.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_47.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_34.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_43.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_115.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\nQAAAgCI1-A-960.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_78.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_93.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_9.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_190.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\F7E0CHQReOhay9aYGKhtG_1y1fQ-960.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\4UAAAgFJ9-A-960.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_140.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_72.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_71.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_47.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\tCAAAgGhw-A-960.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\lCAAAgGhw-A-960.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_19.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_60.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\659036128_2862521470749993_4760493507096160377_n.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_160.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_128.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_26.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_4.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_94.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\PAAAAgIbq-A-960.jpg,Braga,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_191.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_108.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_180.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_7.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_59.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_21.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_34.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_41.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_45.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_91.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_123.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_112.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_45.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_42.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_26.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\SKODA-KAROQ-FELGA-ALUMINIOWA-57A601025L-7JX18-ET45.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_142.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_179.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_152.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_35.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_18.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_8.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Braga\Braga_113.jpg,Braga,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_28.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_3.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_12.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\1649229486061_bulletin.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_124.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_61.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_2.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_31.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_14.jpg,Braga,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Braga\Braga_Diamond_Cut_Black_54.jpg,Braga,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_14.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_41.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_210.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\Castor_159.jpg,Castor,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_104.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\da836e5f428094e71fd4e427b415.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_146.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_224.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_39.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_186.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\1638290652_73-hdpic-club-p-shkoda-karok-diski-73.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_81.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_124.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_62.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\image_2768923_21.jpg,Castor,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_174.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\1695996936785_bulletin.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\sfwfj2TnIFRfFEjT2hqaX3HTs_Q-1920.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\1523512817116_default.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\original-skoda-octavia-16-aluminijske-felge-slika-153649973.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_166.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_45.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_199.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_44.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_120.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\Castor_60.jpg,Castor,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\IMG_20200812_210358.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\363551859_disk-litoy-r16-skoda-karoq-1-nu7-do-restayling-2017-2021-57a601025a.jpg,Castor,val,1
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\399413.jpg,Castor,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_76.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_82.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_31.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\Castor_30.jpg,Castor,val,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_126.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_115.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_212.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_183.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_52.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_70.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_112.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_161.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_66.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_129.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_3.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_32.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_21.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\K-0s9qK6WZG8mSGU3Idcj5nwbPg-480.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_38.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_218.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_83.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_225.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_187.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_138.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\Castor_94.jpg,Castor,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_140.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\987927T_660ee73f.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\N6laKDa0NJPSWi4fDVdKLenKUkI-960.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Castor\Castor_56.jpg,Castor,val,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_29.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_55.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_190.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_226.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_188.jpg,Castor,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Castor\Castor_97.jpg,Castor,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\Denom_59.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\P4AAAgL4huA-960.jpg,Denom,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\88AAAgChp-A-960.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\Denom_77.jpg,Denom,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\bYAAAgM8w-A-1920.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\TAcxVLalEaA0ujpq2MIqHTKU38w-1920.jpg,Denom,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\a7106as-960.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\NKK7b3-9HoaGy_rmCiBDgGawhOc-1920.jpg,Denom,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\pzq7Jk7SrvLc8-BnARWXslPY-20-1920.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\j8AAAgJtX2A-960.jpg,Denom,train,1
C:\Users\vilja\Desktop\PROD_cropped\train\Denom\ce7C77ay3Qf0Rh8CrJpByjtM3QFiTt8.jpg,Denom,train,0
C:\Users\vilja\Desktop\PROD_cropped\val\Denom\l6AAAgC94uA-960.jpg,Denom,val,1
